100	4.495e-007	1.912e-007	5.49e-008
200	7.32449e-007	4.70591e-007	7.50549e-008
300	1.15313e-006	4.48771e-007	2.49751e-008
400	1.63305e-006	6.49449e-007	3.8025e-008
500	1.91103e-006	6.81449e-007	3.7838e-008
600	1.88131e-006	6.83881e-007	2.47378e-008
700	2.50558e-006	8.61184e-007	3.75247e-008
800	2.31591e-006	8.83461e-007	4.10375e-008
900	2.61612e-006	9.09483e-007	2.8741e-008
1000	3.51972e-006	1.08361e-006	5.17287e-008
