100	3.057e-007
200	5.83706e-007
300	8.87684e-007
400	1.18789e-006
500	1.56049e-006
600	1.71266e-006
700	1.97841e-006
800	2.61358e-006
900	2.67211e-006
1000	3.06887e-006
