100	6.79e-008
200	3.98679e-008
300	3.75399e-008
400	3.78375e-008
500	7.17378e-008
600	8.15717e-008
700	3.57816e-008
800	3.76358e-008
900	3.68376e-008
1000	3.76368e-008
